Station,Date,Time,Grade,Celsius,pH,DO,CODMn,NH,TP,TN,EC,TU,Chla,AD
Xuhuxin,2022/6/13 8:00,163.33 ,2,23.66,8.175,7.356,2.321,0.025,0.0132,0.231,338.784,6.308,0.00169,2064430
Xidong,2022/6/13 8:00,163.33 ,3,24.07,8.13,7.675,2.407,0.0275,0.0329,0.716,437.27,57.77,0.00355,1368770
Wuguishan,2022/6/13 12:00,163.50 ,3,23.05,8.037,12.122,2.403,0.025,0.0271,1.128,400.651,25.518,0.00358,47483400
Wulihuxin,2022/6/13 12:00,163.50 ,4,25.1,8.263,7.518,4.538,0.025,0.0774,0.659,394.084,15.724,0.05679,4885880
Lanshanzui,2022/6/13 12:00,163.50 ,4,24.02,6.655,7.77,2.327,0.025,0.0545,0.882,379.006,61.73,0.00414,8368550
Tuoshan,2022/6/13 12:00,163.50 ,4,25.65,7.794,7.796,4.326,0.025,0.0677,1.509,367.162,43.383,0.02901,15275510
Xuhuxin,2022/6/13 12:00,163.50 ,2,24.19,8.35,7.307,2.316,0.025,0.0146,0.278,334.647,3.737,0.00119,1388640
Xidong,2022/6/13 12:00,163.50 ,3,24.21,8.13,7.627,2.58,0.0253,0.0351,0.733,436.62,64.49,0.00208,1561870
Wuguishan,2022/6/13 16:00,163.67 ,3,24.07,8.398,16.234,2.105,0.025,0.0384,1.117,406.474,27.818,0.00355,43212200
Wulihuxin,2022/6/13 16:00,163.67 ,4,25.38,8.686,10.821,5.026,0.025,0.0775,0.832,391.985,14.571,0.07281,5419380
Lanshanzui,2022/6/13 16:00,163.67 ,3,24.82,7.367,8.284,2.383,0.025,0.0465,0.821,380.017,57.17,0.0047,6615150
Tuoshan,2022/6/13 16:00,163.67 ,3,25.44,8.006,9.268,3.553,0.025,0.0476,1.146,366.705,40.955,0.02705,14635020
Xuhuxin,2022/6/13 16:00,163.67 ,2,24.19,8.681,8.915,2.302,0.025,0.0145,0.26,331.463,5.012,0.00181,2023780
Xidong,2022/6/13 16:00,163.67 ,3,24.28,8.1,7.507,2.684,0.0367,0.0366,0.73,436.52,65.42,0.00168,821630
Wuguishan,2022/6/13 20:00,163.83 ,3,23.44,8.308,15.958,2.2,0.025,0.029,1.116,402.579,25.36,0.0037,40699200
Wulihuxin,2022/6/13 20:00,163.83 ,4,25.1,8.482,8.754,4.406,0.025,0.0718,0.738,392.688,13.796,0.04841,4335690
Tuoshan,2022/6/13 20:00,163.83 ,4,25.17,8.394,10.487,4.46,0.025,0.0577,1.163,369.747,37.313,0.02332,16459240
Xuhuxin,2022/6/13 20:00,163.83 ,2,24.4,8.699,8.711,2.331,0.025,0.0145,0.255,327.92,3.521,0.00139,1401100
Xidong,2022/6/13 20:00,163.83 ,3,24.38,8.11,7.604,2.703,0.0375,0.0386,0.751,436.77,63.72,0.00299,2529500
Wuguishan,2022/6/14 0:00,164.00 ,3,22.72,8.05,15.373,2.2,0.025,0.0288,1.105,396.824,30.023,0.00304,41345200
Wulihuxin,2022/6/14 0:00,164.00 ,4,24.97,8.122,6.581,4.406,0.025,0.0851,0.669,394.765,20.619,0.04892,4386710
Tuoshan,2022/6/14 0:00,164.00 ,4,24.63,8.066,8.534,4.46,0.025,0.0501,1.131,367.599,36.02,0.01878,14424850
Xuhuxin,2022/6/14 0:00,164.00 ,2,24.13,8.706,8.818,2.331,0.025,0.0131,0.289,327.633,4.002,0.00141,1600250
Xidong,2022/6/14 0:00,164.00 ,3,24.19,8.09,7.474,2.768,0.0331,0.0388,0.751,436.95,69.77,0.0036,2080230
Wuguishan,2022/6/14 4:00,164.17 ,3,22.57,8.021,15.443,2.628,0.025,0.0263,1.095,394.245,24.541,0.00276,37540000
Wulihuxin,2022/6/14 4:00,164.17 ,4,24.88,7.859,5.551,4.744,0.025,0.0869,1.034,397.581,21.318,0.04392,4315910
Tuoshan,2022/6/14 4:00,164.17 ,4,24.42,7.96,7.915,3.258,0.025,0.0613,1.069,366.634,37.59,0.02077,14111710
Xuhuxin,2022/6/14 4:00,164.17 ,2,23.89,8.528,8.384,2.325,0.025,0.0139,0.277,332.536,4.684,0.00157,1799430
Xidong,2022/6/14 4:00,164.17 ,3,24.03,8.06,7.319,2.761,0.0329,0.0389,0.765,436.97,70.27,0.004,2573620
Wuguishan,2022/6/14 8:00,164.33 ,3,22.63,8.035,16.107,2.248,0.025,0.0281,1.094,393.781,28.007,0.00256,42219500
Wulihuxin,2022/6/14 8:00,164.33 ,4,25,8.03,6.365,4.482,0.025,0.0793,1.171,396.831,18.672,0.03594,4620880
Tuoshan,2022/6/14 8:00,164.33 ,4,24.54,7.958,8.029,3.627,0.025,0.054,1.126,366.09,35.843,0.01983,14229280
Xuhuxin,2022/6/14 8:00,164.33 ,2,23.89,8.364,7.92,1.989,0.025,0.0133,0.248,333.338,6.183,0.0016,2147310
Xidong,2022/6/14 8:00,164.33 ,3,24.21,8.08,7.451,2.703,0.025,0.0404,0.737,436.73,71.16,0.00496,2583110
Wuguishan,2022/6/14 12:00,164.50 ,3,25.3,8.318,19.226,2.505,0.025,0.0278,1.142,414.519,30.937,0.00296,41860700
Wulihuxin,2022/6/14 12:00,164.50 ,4,26.11,8.543,9.295,4.406,0.025,0.0727,0.678,394.85,14.269,0.0262,4135120
Tuoshan,2022/6/14 12:00,164.50 ,3,26.99,8.114,9.349,2.978,0.025,0.0437,1.144,367.794,33.536,0.02115,16777610
Xuhuxin,2022/6/14 12:00,164.50 ,2,25.13,8.705,8.755,2.457,0.025,0.0152,0.478,336.668,4.51,0.00098,1213360
Wuguishan,2022/6/14 16:00,164.67 ,3,27.69,8.543,21.099,2.486,0.025,0.0292,1.14,433.35,24.51,0.00466,46830400
Wulihuxin,2022/6/14 16:00,164.67 ,4,27.32,8.711,10.842,4.543,0.025,0.0675,0.856,394.11,12.19,0.03291,4322690
Tuoshan,2022/6/14 16:00,164.67 ,3,27.02,8.438,11.463,3.37,0.025,0.044,1.144,366.093,34.339,0.02534,17146770
Xuhuxin,2022/6/14 16:00,164.67 ,2,25.68,8.59,9.523,2.116,0.025,0.0165,0.305,344.792,5.837,0.00145,1751880
Wuguishan,2022/6/14 20:00,164.83 ,3,25.83,8.559,21.176,2.29,0.025,0.0283,1.082,418.022,79.263,0.00441,117141000
Wulihuxin,2022/6/14 20:00,164.83 ,4,26.5,8.556,9.38,4.284,0.025,0.07,0.718,395.211,14.571,0.04915,3970280
Tuoshan,2022/6/14 20:00,164.83 ,3,26.27,8.269,9.813,3.511,0.025,0.0421,1.088,366.59,43.609,0.03247,16825920
Xuhuxin,2022/6/14 20:00,164.83 ,2,26.59,8.56,9.135,2.33,0.025,0.0152,0.27,348.749,5.371,0.0016,1638580
Wuguishan,2022/6/15 0:00,165.00 ,2,24.88,8.539,21.335,2.29,0.025,0.0244,1.127,409.896,32.953,0.00429,56835000
Wulihuxin,2022/6/15 0:00,165.00 ,4,26.15,8.514,8.856,4.284,0.025,0.0666,0.795,395.15,12.851,0.04233,4090030
Tuoshan,2022/6/15 0:00,165.00 ,3,25.74,8.124,8.467,3.511,0.025,0.0461,1.247,370.058,44.322,0.02219,16799240
Xuhuxin,2022/6/15 0:00,165.00 ,2,26.79,8.389,7.941,2.33,0.025,0.0152,0.27,344.444,3.52,0.00099,977815
Xidong,2022/6/15 0:00,165.00 ,4,25.91,8.18,8.024,2.833,0.025,0.0512,0.854,436.51,66.43,0.00302,1580160
Wuguishan,2022/6/15 4:00,165.17 ,3,24.15,8.385,20.345,2.292,0.025,0.0258,1.169,405.237,32.354,0.0039,55113500
Wulihuxin,2022/6/15 4:00,165.17 ,4,25.73,8.394,8.258,4.073,0.025,0.0647,0.689,395.351,12.587,0.04344,4176820
Tuoshan,2022/6/15 4:00,165.17 ,4,25.77,8.122,8.26,3.212,0.025,0.0607,1.097,371.169,28.052,0.01996,15995400
Xuhuxin,2022/6/15 4:00,165.17 ,2,26.09,8.48,8.704,2.389,0.025,0.0139,0.305,344.602,5.383,0.00201,2072690
Xidong,2022/6/15 4:00,165.17 ,3,25.74,8.07,7.517,2.856,0.025,0.0415,0.737,437.06,67.98,0.00455,1731600
Wuguishan,2022/6/15 8:00,165.33 ,3,24.04,8.38,20.416,2.535,0.025,0.0281,1.119,404.946,32.134,0.0039,56798000
Wulihuxin,2022/6/15 8:00,165.33 ,4,26.02,8.466,8.778,4.288,0.025,0.0658,0.843,395.427,18.786,0.02574,4200300
Tuoshan,2022/6/15 8:00,165.33 ,3,25.84,8.234,9.266,3.487,0.025,0.048,0.933,371.958,26.97,0.0183,18894240
Xuhuxin,2022/6/15 8:00,165.33 ,2,26.24,8.541,8.878,2.143,0.025,0.0131,0.282,344.005,4.276,0.00166,1929940
Xidong,2022/6/15 8:00,165.33 ,3,25.87,8.07,7.434,2.748,0.025,0.0409,0.746,437.02,69.61,0.00672,2953660
Wuguishan,2022/6/15 12:00,165.50 ,2,26.2,8.566,22.638,2.586,0.025,0.0249,1.103,422.215,33.551,0.00398,59418300
Wulihuxin,2022/6/15 12:00,165.50 ,4,27.83,8.775,11.152,4.487,0.025,0.0646,0.994,392.69,11.302,0.02232,3610650
Tuoshan,2022/6/15 12:00,165.50 ,3,28.02,8.631,13.151,3.623,0.025,0.0423,0.984,373.578,26.648,0.02735,19883640
Xuhuxin,2022/6/15 12:00,165.50 ,3,27.66,8.642,9.248,1.944,0.025,0.0263,0.297,344.073,4.618,0.00149,1713680
Xidong,2022/6/15 12:00,165.50 ,3,26.52,8.14,7.885,2.855,0.025,0.0395,0.715,437.01,70.8,0.00764,2357350
Wuguishan,2022/6/15 16:00,165.67 ,3,27.99,8.762,25.274,2.408,0.025,0.0253,1.211,436.953,19.028,0.00591,43978900
Wulihuxin,2022/6/15 16:00,165.67 ,4,27.66,8.785,11.056,4.476,0.025,0.0628,0.919,394.196,11.018,0.02719,3674000
Tuoshan,2022/6/15 16:00,165.67 ,3,28.68,8.744,14.267,4.231,0.025,0.0417,1.04,373.881,25.945,0.02947,20682300
Xuhuxin,2022/6/15 16:00,165.67 ,2,28.73,8.673,9.102,2.067,0.025,0.0161,0.307,344.571,3.964,0.00084,1206400
Xidong,2022/6/15 16:00,165.67 ,3,27.63,8.31,8.495,2.797,0.025,0.037,0.685,436.52,58.75,0.00914,2686360
Wuguishan,2022/6/15 20:00,165.83 ,2,27.15,8.77,26.149,2.334,0.025,0.0232,1.02,428.489,24.825,0.00526,54793600
Wulihuxin,2022/6/15 20:00,165.83 ,4,27.36,8.889,11.883,4.66,0.025,0.0567,0.779,393.975,10.168,0.0392,3977500
Tuoshan,2022/6/15 20:00,165.83 ,3,28.25,8.764,14.695,3.876,0.025,0.0373,1.031,373.693,42.955,0.0297,18674480
Xuhuxin,2022/6/15 20:00,165.83 ,2,29.31,8.634,8.51,2.268,0.025,0.0149,0.288,340.414,3.41,0.00114,1230500
Xidong,2022/6/15 20:00,165.83 ,3,27.73,8.38,8.836,2.884,0.025,0.0332,0.646,436.12,50.63,0.00303,1479660
Wuguishan,2022/6/16 0:00,166.00 ,2,25.08,8.522,23.364,2.334,0.025,0.0225,1.056,413.601,44.042,0.00478,45860800
Wulihuxin,2022/6/16 0:00,166.00 ,4,26.99,8.768,10.704,4.66,0.025,0.0589,0.668,395.866,9.922,0.03702,3724690
Tuoshan,2022/6/16 0:00,166.00 ,3,27.34,8.491,12.361,3.796,0.025,0.0415,1.051,369.889,25.355,0.02354,18543240
Xuhuxin,2022/6/16 0:00,166.00 ,2,28.22,8.675,9.123,2.268,0.025,0.0136,0.309,343.017,4.33,0.00183,1675690
Xidong,2022/6/16 0:00,166.00 ,3,27.36,8.28,8.257,2.761,0.025,0.0352,0.653,436.95,50.83,0.00864,2564000
Wuguishan,2022/6/16 4:00,166.17 ,,24.64,8.375,21.361,2.379,0.025,,1.066,410.505,37.3,0.00438,46041700
Wulihuxin,2022/6/16 4:00,166.17 ,4,26.66,8.617,9.372,4.313,0.025,0.0593,0.667,397.138,10.81,0.03598,3638940
Tuoshan,2022/6/16 4:00,166.17 ,4,26.71,8.263,9.331,3.506,0.025,0.053,1.126,387.648,31.084,0.02376,17747960
Xuhuxin,2022/6/16 4:00,166.17 ,2,27.56,8.71,9.404,2.254,0.025,0.0125,0.292,342.564,4.695,0.00186,1708700
Xidong,2022/6/16 4:00,166.17 ,3,27.06,8.19,7.787,2.812,0.025,0.037,0.692,437.44,55.56,0.00762,2351810
Wuguishan,2022/6/16 8:00,166.33 ,,24.71,8.407,21.375,2.297,0.025,,1.014,410.63,40.577,0.00364,48025900
Wulihuxin,2022/6/16 8:00,166.33 ,4,26.86,8.681,9.858,4.379,0.025,0.058,0.906,396.83,10.64,0.02262,3381480
Tuoshan,2022/6/16 8:00,166.33 ,4,26.83,8.249,9.647,3.738,0.025,0.0523,1.153,388.108,35.567,0.02084,18325300
Xuhuxin,2022/6/16 8:00,166.33 ,2,27.4,8.733,9.94,2.033,0.025,0.012,0.294,340.186,4.536,0.0016,2009160
Xidong,2022/6/16 8:00,166.33 ,3,27.19,8.2,7.68,2.588,0.025,0.0328,0.628,437.05,55.39,0.00716,2440780
Wuguishan,2022/6/16 12:00,166.50 ,,27.59,8.598,15.982,2.676,0.025,,1.146,432.913,19.249,0.00347,47747900
Wulihuxin,2022/6/16 12:00,166.50 ,4,28.61,8.743,10.443,4.605,0.025,0.0608,0.997,396.505,10.621,0.01956,3352110
Tuoshan,2022/6/16 12:00,166.50 ,3,29.01,8.6,12.568,3.689,0.025,0.0437,1.152,391.175,28.322,0.02571,22679820
Xuhuxin,2022/6/16 12:00,166.50 ,2,29.04,8.667,9.01,2.394,0.025,0.0152,0.344,345.474,4.313,0.001,1548160
Xidong,2022/6/16 12:00,166.50 ,3,27.76,8.31,8.158,2.706,0.025,0.0338,0.597,436.52,50.89,0.00721,2746540
Wuguishan,2022/6/16 16:00,166.67 ,,28.74,8.708,24.916,2.192,0.025,,1.012,443.222,19.438,0.00409,47848100
Wulihuxin,2022/6/16 16:00,166.67 ,4,28.96,8.931,12.316,4.893,0.025,0.0647,1.516,394.456,11.396,0.03101,3718440
Tuoshan,2022/6/16 16:00,166.67 ,3,29.83,8.802,14.026,3.993,0.025,0.0415,1.028,389.746,51.416,0.01443,26899140
Xuhuxin,2022/6/16 16:00,166.67 ,2,30.15,8.712,9.316,2.15,0.025,0.0145,0.344,347.282,4.947,0.00169,2130270
Xidong,2022/6/16 16:00,166.67 ,3,29.48,8.53,9.048,2.768,0.025,0.0331,0.559,435.08,45.14,0.00925,3271820
Wuguishan,2022/6/16 20:00,166.83 ,3,28.73,8.569,9.34,2.484,0.025,0.026,0.602,429.366,27.175,0.00441,31573500
Wulihuxin,2022/6/16 20:00,166.83 ,4,28.58,8.863,11.166,4.704,0.025,0.0639,0.855,393.822,11.888,0.04065,3184500
Tuoshan,2022/6/16 20:00,166.83 ,3,28.98,8.705,13.601,3.621,0.025,0.0382,0.456,383.881,33.441,0.01367,21435960
Xuhuxin,2022/6/16 20:00,166.83 ,2,29.8,8.763,9.213,1.975,0.025,0.0148,0.307,343.76,45.163,0.00241,1850360
Xidong,2022/6/16 20:00,166.83 ,3,29.22,8.52,8.91,2.808,0.025,0.0353,0.573,435.18,47.45,0.0102,3301420
Wuguishan,2022/6/17 0:00,167.00 ,2,27.38,8.323,8.056,2.484,0.0334,0.0238,0.491,419.73,43.247,0.0037,22600000
Wulihuxin,2022/6/17 0:00,167.00 ,4,27.93,8.678,9.525,4.704,0.025,0.0657,0.685,394.201,12.606,0.0359,3218530
Tuoshan,2022/6/17 0:00,167.00 ,3,28.02,8.459,10.185,3.621,0.025,0.0432,0.807,387.268,42.273,0.01145,22522890
Xuhuxin,2022/6/17 0:00,167.00 ,2,29.04,8.845,9.828,1.975,0.025,0.014,0.298,341.331,5.656,0.0022,1889740
Xidong,2022/6/17 0:00,167.00 ,3,28.71,8.4,8.168,2.877,0.025,0.0349,0.635,436.16,55.23,0.00889,2973740
Wuguishan,2022/6/17 4:00,167.17 ,3,27.05,8.237,7.676,2.378,0.0322,0.0265,0.452,417.464,32.175,0.00333,21901800
Wulihuxin,2022/6/17 4:00,167.17 ,4,27.76,8.573,8.54,4.44,0.025,0.064,0.662,396.216,13.607,0.0403,3291760
Tuoshan,2022/6/17 4:00,167.17 ,4,27.73,8.332,8.792,3.998,0.025,0.0565,0.834,389.221,48.715,0.01195,24259250
Xuhuxin,2022/6/17 4:00,167.17 ,2,28.8,8.908,9.772,2.414,0.025,0.0132,0.279,341.272,9.882,0.00199,1947150
Xidong,2022/6/17 4:00,167.17 ,3,28.39,8.28,7.462,2.768,0.025,0.0373,0.63,436.87,56.45,0.00749,2770070
Wuguishan,2022/6/17 8:00,167.33 ,3,27.36,8.254,7.755,2.29,0.0894,0.029,0.479,418.493,51.753,0.00247,22935900
Wulihuxin,2022/6/17 8:00,167.33 ,4,28.07,8.69,9.599,4.969,0.025,0.0701,1.139,395.332,11.774,0.03773,3656590
Tuoshan,2022/6/17 8:00,167.33 ,4,28.95,8.634,11.217,6.119,0.025,0.0471,1.183,391.741,45.453,0.00843,29915500
Xuhuxin,2022/6/17 8:00,167.33 ,2,28.59,8.881,9.767,2.269,0.025,0.0126,0.294,341.181,6.753,0.0017,2427590
Xidong,2022/6/17 8:00,167.33 ,3,28.21,8.18,7.186,2.747,0.025,0.037,0.637,437.64,52.67,0.00405,1815720
Wuguishan,2022/6/17 12:00,167.50 ,3,29.65,8.289,7.874,2.392,0.025,0.0278,0.565,438.738,12.403,0.0023,22857600
Wulihuxin,2022/6/17 12:00,167.50 ,4,30.17,8.901,11.748,4.558,0.025,0.0604,1.164,395.935,9.903,0.01727,2954200
Tuoshan,2022/6/17 12:00,167.50 ,3,29.56,8.691,12.709,4.187,0.025,0.0422,0.67,392.766,47.425,0.0094,27931080
Xuhuxin,2022/6/17 12:00,167.50 ,2,30.11,8.905,9.13,2.179,0.025,0.0144,0.348,345.1,6.815,0.00115,1691170
Xidong,2022/6/17 12:00,167.50 ,3,29.19,8.32,8.015,2.826,0.025,0.0383,0.608,436.73,57.52,0.0068,2756640
Wuguishan,2022/6/17 16:00,167.67 ,3,29.55,8.299,7.987,2.685,0.025,0.0274,0.675,438.824,31.591,0.00276,13999900
Wulihuxin,2022/6/17 16:00,167.67 ,4,29.42,8.934,11.835,5.078,0.025,0.0599,1.163,395.561,10.13,0.02522,3411810
Lanshanzui,2022/6/17 16:00,167.67 ,3,29.84,7.962,10.055,2.847,0.025,0.033,0.982,384.668,18.93,0.02159,10147500
Tuoshan,2022/6/17 16:00,167.67 ,3,30.14,8.777,13.399,4.122,0.025,0.0447,0.696,391.91,44.013,0.01119,27558030
Xuhuxin,2022/6/17 16:00,167.67 ,2,31.45,8.936,9.706,2.357,0.025,0.0156,0.348,347.108,78.177,0.0013,1594520
Xidong,2022/6/17 16:00,167.67 ,3,30.11,8.42,8.079,3.166,0.025,0.036,0.658,436.16,68.09,0.00856,3792180
Wuguishan,2022/6/17 20:00,167.83 ,3,29.59,8.429,8.316,2.47,0.025,0.0251,0.481,438.144,66.429,0.00307,11690500
Wulihuxin,2022/6/17 20:00,167.83 ,,29.24,8.874,10.815,,0.025,0.063,0.949,394.761,10.659,0.03607,4009100
Lanshanzui,2022/6/17 20:00,167.83 ,3,29.66,7.981,9.366,2.832,0.025,0.0307,0.906,382.375,17.44,0.02336,8895930
Tuoshan,2022/6/17 20:00,167.83 ,3,30.11,8.701,12.749,4.152,0.025,0.0361,0.385,391.078,57.588,0.01196,23361530
Xuhuxin,2022/6/17 20:00,167.83 ,2,30.43,8.938,10.224,2.078,0.025,0.0147,0.269,345.724,5.667,0.00237,2153080
Xidong,2022/6/17 20:00,167.83 ,3,30.04,8.37,7.936,3.101,0.025,0.0384,0.625,436,64.51,0.00815,3850270
Wuguishan,2022/6/18 0:00,168.00 ,3,28.63,8.18,7.231,2.47,0.0389,0.0352,0.461,428.205,33.669,0.00247,14913000
Wulihuxin,2022/6/18 0:00,168.00 ,,28.86,8.769,9.868,,0.025,0.062,0.681,395.662,10.867,0.03323,4033510
Lanshanzui,2022/6/18 0:00,168.00 ,3,28.96,7.686,8.352,2.832,0.025,0.05,0.944,384.875,37.7,0.01501,8902200
Tuoshan,2022/6/18 0:00,168.00 ,4,28.95,8.482,9.53,4.152,0.025,0.0572,0.714,392.979,50.651,0.00866,24521390
Xuhuxin,2022/6/18 0:00,168.00 ,2,29.66,8.88,9.689,2.218,0.025,0.0137,0.288,341.726,5.734,0.00196,1926940
Xidong,2022/6/18 0:00,168.00 ,3,29.54,8.26,7.355,2.913,0.025,0.0398,0.646,437.07,63.98,0.00584,2743520
Wuguishan,2022/6/18 4:00,168.17 ,3,28.26,8.092,7.021,2.26,0.0368,0.0302,1.003,425.613,49.773,0.00233,13759400
Wulihuxin,2022/6/18 4:00,168.17 ,,28.65,8.615,8.399,,0.025,0.0612,0.697,396.273,12.19,0.03321,3963760
Lanshanzui,2022/6/18 4:00,168.17 ,4,28.65,7.627,7.782,2.89,0.025,0.0527,0.894,386.662,41.52,0.01576,9195290
Tuoshan,2022/6/18 4:00,168.17 ,4,28.71,8.373,8.639,3.822,0.025,0.0606,0.622,392.449,57.843,0.00773,25217700
Xuhuxin,2022/6/18 4:00,168.17 ,2,29,8.83,8.822,2.177,0.025,0.014,0.268,343.519,4.267,0.00183,2214450
Xidong,2022/6/18 4:00,168.17 ,3,29.14,8.18,7.04,2.87,0.025,0.0391,0.647,437.93,62.67,0.00494,3643770
Wuguishan,2022/6/18 8:00,168.33 ,2,28.25,8.034,6.796,2.206,0.038,0.0245,0.484,425.684,21.494,0.00179,12935100
Wulihuxin,2022/6/18 8:00,168.33 ,,28.96,8.638,8.914,,0.025,0.0587,0.917,398.056,11.396,0.01753,3788910
Lanshanzui,2022/6/18 8:00,168.33 ,3,28.68,7.522,7.513,2.643,0.025,0.0471,0.894,389.296,34.23,0.01575,9325790
Tuoshan,2022/6/18 8:00,168.33 ,4,29.01,8.357,8.886,3.628,0.025,0.0568,0.654,390.856,56.745,0.00621,23080350
Xuhuxin,2022/6/18 8:00,168.33 ,2,29,8.732,8.516,2.123,0.025,0.0123,0.263,344.999,4.184,0.00154,1881780
Xidong,2022/6/18 8:00,168.33 ,3,29.12,8.19,6.994,2.797,0.025,0.0369,0.62,437.91,60.9,0.00171,1324910
Wuguishan,2022/6/18 12:00,168.50 ,3,29.1,8.08,7.073,2.451,0.025,0.0252,0.48,434.666,42.013,0.00205,13975600
Wulihuxin,2022/6/18 12:00,168.50 ,,29.92,8.895,11.278,,0.025,0.0629,1.238,395.953,10.716,0.02176,4427740
Lanshanzui,2022/6/18 12:00,168.50 ,3,30.18,7.785,8.707,2.735,0.025,0.0436,,389.071,31.72,0.01835,10659000
Tuoshan,2022/6/18 12:00,168.50 ,4,30.7,8.784,13.191,5.665,0.025,0.0528,0.753,389.985,74.486,0.00636,42076590
Xuhuxin,2022/6/18 12:00,168.50 ,2,30.5,8.767,8.425,2.291,0.025,0.0155,0.317,350.594,5.52,0.00145,1984060
Xidong,2022/6/18 12:00,168.50 ,3,29.52,8.27,7.439,3.101,0.025,0.0395,0.634,437.52,61.2,0.00645,4462760
Wuguishan,2022/6/18 16:00,168.67 ,3,29.65,8.175,7.458,2.458,0.0303,0.0252,0.552,439.135,67.305,0.00171,15055500
Wulihuxin,2022/6/18 16:00,168.67 ,6,31.05,9.063,12.408,4.401,0.025,0.0608,1.018,389.942,10.392,0.02265,6410890
Lanshanzui,2022/6/18 16:00,168.67 ,3,31.25,7.932,9.477,2.851,0.025,0.0425,0.987,375.231,31.49,0.01856,15063200
Tuoshan,2022/6/18 16:00,168.67 ,3,31.17,8.833,13.918,5.164,0.025,0.0413,0.812,388.153,67.493,0.00631,28465030
Xuhuxin,2022/6/18 16:00,168.67 ,2,31.41,8.888,9.241,2.003,0.025,0.0149,0.359,346.244,4.764,0.00153,1875040
Xidong,2022/6/18 16:00,168.67 ,3,30.78,8.38,7.983,2.87,0.025,0.0392,0.627,437.74,59.39,0.00857,6860840
Wuguishan,2022/6/18 20:00,168.83 ,2,29.41,8.128,7.212,2.473,0.025,0.0216,0.517,436.919,44.318,0.00142,10505200
Wulihuxin,2022/6/18 20:00,168.83 ,4,30.82,8.918,11.87,4.382,0.025,0.0603,0.905,388.663,13.019,0.03487,6792690
Lanshanzui,2022/6/18 20:00,168.83 ,3,30.09,7.617,8.264,2.744,0.025,0.0349,0.844,377.007,25.19,0.01543,9747070
Tuoshan,2022/6/18 20:00,168.83 ,3,30.39,8.76,12.127,4.864,0.025,0.0463,0.583,388.522,57.308,0.00706,26191800
Xuhuxin,2022/6/18 20:00,168.83 ,2,30.36,8.997,10.019,2.455,0.025,0.0152,0.273,341.663,5.023,0.0021,1803610
Xidong,2022/6/18 20:00,168.83 ,3,30.62,8.21,7.138,2.942,0.025,0.039,0.751,440.87,62.96,0.00576,9327860
Wuguishan,2022/6/19 0:00,169.00 ,2,29.11,8.086,7.01,2.473,0.0322,0.0236,0.527,433.815,59.773,0.00148,11539400
Wulihuxin,2022/6/19 0:00,169.00 ,4,30.14,8.717,9.604,4.382,0.025,0.0669,0.959,393.349,14.833,0.03338,6191210
Lanshanzui,2022/6/19 0:00,169.00 ,3,29.59,7.371,7.267,2.744,0.025,0.0352,0.909,377.595,25.48,0.00996,8734980
Tuoshan,2022/6/19 0:00,169.00 ,3,29.69,8.488,9.314,4.864,0.025,0.0475,0.784,391.141,62.512,0.00657,28256740
Xuhuxin,2022/6/19 0:00,169.00 ,6,29.87,9.037,9.722,2.455,0.025,0.0147,0.294,337.614,4.233,0.00166,2022040
Xidong,2022/6/19 0:00,169.00 ,3,30.17,8.11,6.757,2.812,0.0265,0.0393,0.807,442.27,65.32,0.0069,7324610
Wuguishan,2022/6/19 4:00,169.17 ,2,28.96,8.032,6.829,2.117,0.0355,0.0231,0.442,433.292,22.955,0.00145,11747000
Wulihuxin,2022/6/19 4:00,169.17 ,4,29.1,8.557,8.256,4.532,0.025,0.0667,0.861,395.736,13.113,0.03245,7254070
Lanshanzui,2022/6/19 4:00,169.17 ,3,29.33,7.216,6.766,2.412,0.025,0.0402,0.892,375.028,26.33,0.00956,8043590
Tuoshan,2022/6/19 4:00,169.17 ,4,29.39,8.301,7.41,3.997,0.025,0.0507,0.622,396.34,65.775,0.00758,26953390
Xuhuxin,2022/6/19 4:00,169.17 ,2,29.45,8.978,9.272,2.03,0.025,0.0147,0.276,336.445,4.057,0.00164,2326300
Xidong,2022/6/19 4:00,169.17 ,3,29.76,8.06,6.487,2.801,0.0326,0.0399,0.798,442.6,62.1,0.00523,5015470
Wuguishan,2022/6/19 8:00,169.33 ,2,28.96,7.994,6.654,2.087,0.025,0.0224,0.555,433.972,8.247,0.00122,10121400
Wulihuxin,2022/6/19 8:00,169.33 ,4,29.21,8.694,9.452,4.963,0.025,0.066,1.141,394.373,11.469,0.02819,8487940
Lanshanzui,2022/6/19 8:00,169.33 ,3,29.64,7.289,6.966,2.65,0.025,0.0442,0.971,370.952,22.07,0.01044,7942190
Tuoshan,2022/6/19 8:00,169.33 ,3,29.39,8.314,8.098,5.023,0.025,0.0468,0.795,393.714,72.654,0.00583,32992140
Xuhuxin,2022/6/19 8:00,169.33 ,2,29.66,8.92,8.041,1.94,0.025,0.0124,0.284,336.859,2.963,0.00131,1493080
Xidong,2022/6/19 8:00,169.33 ,3,29.62,8,6.335,2.674,0.0397,0.0391,0.772,442.79,62.86,0.00305,2419730
Wuguishan,2022/6/19 12:00,169.50 ,2,30.27,8.104,7.103,2.333,0.025,0.0205,0.615,444.765,7.078,0.00202,10751300
Wulihuxin,2022/6/19 12:00,169.50 ,5,30.61,8.864,11.973,5.858,0.025,0.1031,1.563,393.301,16.571,0.05107,9673880
